height, expanded nodes, train_precision, test_precision
16,138,1.0,0.8029197080291971
16,133,1.0,0.7285714285714285
16,146,1.0,0.8048780487804879
16,143,1.0,0.7902097902097902
16,138,1.0,0.8
16,135,1.0,0.734375
16,143,1.0,0.7681159420289855
16,149,1.0,0.7925925925925926
16,137,1.0,0.7816901408450704
16,142,1.0,0.7769784172661871
16,136,1.0,0.7785714285714286
16,142,1.0,0.8134328358208955
16,143,1.0,0.8387096774193549
16,148,1.0,0.7573529411764706
16,134,1.0,0.7857142857142857
16,144,1.0,0.7761194029850746
16,144,1.0,0.8428571428571429
16,136,1.0,0.7720588235294118
16,139,1.0,0.7709923664122137
16,141,1.0,0.7894736842105263
16,142,1.0,0.8
16,135,1.0,0.7669172932330827
16,136,1.0,0.7659574468085106
16,139,1.0,0.7482014388489209
16,146,1.0,0.8346456692913385
16,142,1.0,0.75
16,132,1.0,0.7744360902255639
16,140,1.0,0.7950819672131147
16,134,1.0,0.7619047619047619
16,138,1.0,0.7876712328767124
16,148,1.0,0.8617886178861789
16,140,1.0,0.7835820895522388
16,147,1.0,0.7348484848484849
16,149,1.0,0.7669172932330827
16,128,1.0,0.762589928057554
16,149,1.0,0.7753623188405797
16,140,1.0,0.7874015748031497
16,134,1.0,0.7956204379562044
17,146,1.0,0.8115942028985508
17,153,1.0,0.7876712328767124
17,143,1.0,0.7430555555555556
17,141,1.0,0.7777777777777778
17,137,1.0,0.7388059701492538
17,141,1.0,0.7794117647058824
17,143,1.0,0.7516778523489933
17,146,1.0,0.7692307692307693
17,136,1.0,0.7615384615384615
17,138,1.0,0.7304964539007093
17,130,1.0,0.7205882352941176
17,133,1.0,0.7591240875912408
17,140,1.0,0.8055555555555556
17,144,1.0,0.7801418439716312
17,132,1.0,0.75
17,136,1.0,0.7278911564625851
17,143,1.0,0.8387096774193549
17,146,1.0,0.8014705882352942
17,140,1.0,0.8062015503875969
17,142,1.0,0.7795275590551181
17,137,1.0,0.732824427480916
17,139,1.0,0.7410071942446043
17,146,1.0,0.7602739726027398
17,142,1.0,0.8
17,131,1.0,0.7414965986394558
17,149,1.0,0.7777777777777778
17,148,1.0,0.8043478260869565
17,138,1.0,0.8014184397163121
17,142,1.0,0.7985611510791367
17,141,1.0,0.7131147540983607
17,138,1.0,0.7555555555555555
17,149,1.0,0.7923076923076923
17,135,1.0,0.7588652482269503
17,129,1.0,0.7446808510638298
17,133,1.0,0.7430555555555556
17,139,1.0,0.7785714285714286
17,140,1.0,0.7938931297709924
17,136,1.0,0.7573529411764706
17,142,1.0,0.7279411764705882
17,136,1.0,0.7686567164179104
17,138,1.0,0.7588652482269503
17,148,1.0,0.8064516129032258
17,135,1.0,0.8175182481751825
17,134,1.0,0.8028169014084507
17,145,1.0,0.7121212121212122
17,138,1.0,0.7534246575342466
17,145,1.0,0.7952755905511811
17,140,1.0,0.7941176470588235
17,140,1.0,0.7902097902097902
17,141,1.0,0.7720588235294118
18,135,1.0,0.8206896551724138
18,145,1.0,0.7633587786259542
18,141,1.0,0.7536231884057971
18,132,1.0,0.7222222222222222
18,142,1.0,0.7622377622377622
18,142,1.0,0.7681159420289855
18,141,1.0,0.75
18,139,1.0,0.7847222222222222
18,136,1.0,0.7777777777777778
18,134,1.0,0.75
18,131,1.0,0.7238805970149254
18,134,1.0,0.7692307692307693
18,146,1.0,0.7777777777777778
18,145,1.0,0.7318840579710145
18,143,1.0,0.7310344827586207
18,139,1.0,0.7703703703703704
18,142,1.0,0.8148148148148148
18,153,1.0,0.7608695652173914
18,134,1.0,0.8045112781954887
18,140,1.0,0.7803030303030303
18,142,1.0,0.8785714285714286
18,141,1.0,0.8225806451612904
18,139,1.0,0.7846153846153846
18,149,1.0,0.828125
18,144,1.0,0.8057553956834532
18,136,1.0,0.746268656716418
18,141,1.0,0.7446808510638298
18,133,1.0,0.7890625
18,140,1.0,0.717391304347826
18,139,1.0,0.7443609022556391
18,132,1.0,0.7535211267605634
18,141,1.0,0.7580645161290323
18,141,1.0,0.7984496124031008
18,141,1.0,0.7642276422764228
18,144,1.0,0.7518796992481203
18,139,1.0,0.7567567567567568
18,131,1.0,0.7430555555555556
18,127,1.0,0.7902097902097902
18,141,1.0,0.7692307692307693
18,137,1.0,0.8
18,137,1.0,0.7708333333333334
18,142,1.0,0.8
18,143,1.0,0.7591240875912408
18,149,1.0,0.7872340425531915
18,142,1.0,0.7241379310344828
18,138,1.0,0.7286821705426356
18,134,1.0,0.823943661971831
18,139,1.0,0.7727272727272727
18,139,1.0,0.8188405797101449
18,135,1.0,0.75
19,138,1.0,0.7165354330708661
19,132,1.0,0.7394366197183099
19,139,1.0,0.7816901408450704
19,142,1.0,0.7794117647058824
19,137,1.0,0.75
19,135,1.0,0.8153846153846154
19,141,1.0,0.7611940298507462
19,149,1.0,0.8409090909090909
19,146,1.0,0.8106060606060606
19,133,1.0,0.75
19,140,1.0,0.7878787878787878
19,132,1.0,0.7925925925925926
19,135,1.0,0.8211920529801324
19,137,1.0,0.8076923076923077
19,142,1.0,0.781021897810219
19,135,1.0,0.8045112781954887
19,133,1.0,0.7364864864864865
19,146,1.0,0.8110236220472441
19,143,1.0,0.7762237762237763
19,138,1.0,0.7655172413793103
19,156,1.0,0.8467153284671532
19,135,1.0,0.7682119205298014
19,133,1.0,0.7518248175182481
19,134,1.0,0.7407407407407407
19,135,1.0,0.7538461538461538
19,141,1.0,0.7883211678832117
19,131,1.0,0.7364341085271318
19,139,1.0,0.8264462809917356
19,134,1.0,0.7655172413793103
19,146,1.0,0.8646616541353384
19,129,1.0,0.7697841726618705
19,135,1.0,0.7586206896551724
19,135,1.0,0.8153846153846154
19,143,1.0,0.8214285714285714
19,136,1.0,0.7956204379562044
19,140,1.0,0.8163265306122449
19,134,1.0,0.7569444444444444
19,135,1.0,0.8015267175572519
19,139,1.0,0.8032786885245902
19,129,1.0,0.7293233082706767
19,142,1.0,0.8043478260869565
19,142,1.0,0.7967479674796748
19,140,1.0,0.7724137931034483
19,144,1.0,0.7730496453900709
19,145,1.0,0.8175182481751825
19,144,1.0,0.7619047619047619
19,133,1.0,0.7559055118110236
19,140,1.0,0.7615384615384615
19,143,1.0,0.7698412698412699
19,136,1.0,0.7727272727272727
1,1,0.7690972222222222,0.7866666666666666
1,1,0.69375,0.725
1,1,0.7681660899653979,0.7905405405405406
1,1,0.7,0.7
1,1,0.7802385008517888,0.7410071942446043
1,1,0.7710843373493976,0.7793103448275862
1,1,0.70375,0.685
1,1,0.7025,0.69
1,1,0.785472972972973,0.7164179104477612
1,1,0.70375,0.685
1,1,0.6975,0.71
1,1,0.69125,0.735
1,1,0.70375,0.685
1,1,0.7800687285223368,0.7430555555555556
1,1,0.7740805604203153,0.7677419354838709
1,1,0.69125,0.735
1,1,0.7649063032367973,0.8057553956834532
1,1,0.7075,0.67
1,1,0.69875,0.705
1,1,0.8038194444444444,0.6533333333333333
1,1,0.7743055555555556,0.7666666666666667
1,1,0.7721088435374149,0.7753623188405797
1,1,0.71125,0.655
1,1,0.70375,0.685
1,1,0.7125,0.65
1,1,0.71125,0.655
1,1,0.69625,0.715
1,1,0.7710843373493976,0.7793103448275862
1,1,0.705,0.68
1,1,0.695,0.72
1,1,0.7768166089965398,0.7567567567567568
1,1,0.69125,0.735
1,1,0.7663230240549829,0.7986111111111112
1,1,0.69375,0.725
1,1,0.7663230240549829,0.7986111111111112
1,1,0.70875,0.665
1,1,0.69375,0.725
1,1,0.71125,0.655
1,1,0.70375,0.685
1,1,0.70625,0.675
1,1,0.7075,0.67
1,1,0.7075,0.67
1,1,0.705,0.68
1,1,0.7025,0.69
1,1,0.7775891341256367,0.7518248175182481
1,1,0.70625,0.675
1,1,0.7,0.7
1,1,0.764406779661017,0.8088235294117647
1,1,0.695,0.72
1,1,0.7869415807560137,0.7152777777777778
1,1,0.69625,0.715
1,1,0.70125,0.695
1,1,0.7696335078534031,0.7843137254901961
1,1,0.6975,0.71
1,1,0.695,0.72
1,1,0.7735849056603774,0.7692307692307693
1,1,0.7125,0.65
1,1,0.70625,0.675
1,1,0.6975,0.71
1,1,0.7125,0.65
1,1,0.7,0.7
1,1,0.70375,0.685
1,1,0.7717770034843205,0.7763157894736842
1,1,0.69375,0.725
1,1,0.70625,0.675
1,1,0.7075,0.67
1,1,0.71125,0.655
1,1,0.7,0.7
1,1,0.6975,0.71
1,1,0.7075,0.67
1,1,0.7075,0.67
1,1,0.7,0.7
1,1,0.69625,0.715
1,1,0.7756521739130435,0.7615894039735099
1,1,0.705,0.68
1,1,0.70625,0.675
1,1,0.70375,0.685
1,1,0.7075,0.67
1,1,0.69375,0.725
1,1,0.69375,0.725
1,1,0.71375,0.645
1,1,0.69875,0.705
1,1,0.6925,0.73
1,1,0.7823834196891192,0.7346938775510204
1,1,0.705,0.68
1,1,0.69625,0.715
1,1,0.70875,0.665
1,1,0.7796901893287436,0.7448275862068966
1,1,0.7075,0.67
1,1,0.7640067911714771,0.8102189781021898
1,1,0.70375,0.685
1,1,0.7025,0.69
1,1,0.69875,0.705
1,1,0.7768313458262351,0.7553956834532374
1,1,0.705,0.68
1,1,0.7075,0.67
1,1,0.715,0.64
1,1,0.70875,0.665
1,1,0.69875,0.705
1,1,0.6975,0.71
1,1,0.69375,0.725
1,1,0.71,0.66
1,1,0.7,0.7
1,1,0.6975,0.71
1,1,0.71125,0.655
1,1,0.70625,0.675
1,1,0.69875,0.705
1,1,0.69125,0.735
1,1,0.71125,0.655
1,1,0.70625,0.675
1,1,0.7633851468048359,0.8095238095238095
1,1,0.773356401384083,0.7702702702702703
1,1,0.7791095890410958,0.7464788732394366
1,1,0.69625,0.715
1,1,0.69125,0.735
1,1,0.71,0.66
1,1,0.7,0.7
1,1,0.7677642980935875,0.7919463087248322
1,1,0.69,0.74
1,1,0.6875,0.75
1,1,0.70375,0.685
1,1,0.7075,0.67
1,1,0.69125,0.735
1,1,0.70375,0.685
1,1,0.71125,0.655
1,1,0.71,0.66
1,1,0.7075,0.67
1,1,0.7781512605042017,0.7480916030534351
1,1,0.7737478411053541,0.7687074829931972
1,1,0.7677966101694915,0.7941176470588235
1,1,0.71625,0.635
1,1,0.7773913043478261,0.7549668874172185
1,1,0.7770154373927959,0.7552447552447552
1,1,0.70375,0.685
1,1,0.764406779661017,0.8088235294117647
1,1,0.70875,0.665
1,1,0.7808695652173913,0.7417218543046358
1,1,0.69625,0.715
1,1,0.695,0.72
1,1,0.7795138888888888,0.7466666666666667
1,1,0.777972027972028,0.7532467532467533
1,1,0.70375,0.685
1,1,0.70125,0.695
1,1,0.7025,0.69
1,1,0.6975,0.71
1,1,0.68875,0.745
1,1,0.70125,0.695
1,1,0.69875,0.705
1,1,0.7671232876712328,0.795774647887324
1,1,0.69125,0.735
1,1,0.7754749568221071,0.7619047619047619
1,1,0.69625,0.715
1,1,0.7798634812286689,0.7428571428571429
1,1,0.69875,0.705
1,1,0.7728055077452668,0.7724137931034483
1,1,0.70375,0.685
1,1,0.71625,0.635
1,1,0.7635726795096323,0.8064516129032258
1,1,0.7,0.7
1,1,0.71375,0.645
1,1,0.70375,0.685
1,1,0.70375,0.685
1,1,0.6975,0.71
1,1,0.69875,0.705
1,1,0.69625,0.715
1,1,0.705,0.68
1,1,0.7025,0.69
1,1,0.70375,0.685
1,1,0.69875,0.705
1,1,0.70125,0.695
1,1,0.7816291161178509,0.738255033557047
1,1,0.70625,0.675
1,1,0.71375,0.645
1,1,0.7598627787307033,0.8251748251748252
1,1,0.7772108843537415,0.7536231884057971
1,1,0.7775831873905429,0.7548387096774194
1,1,0.7768313458262351,0.7553956834532374
1,1,0.70125,0.695
1,1,0.71,0.66
1,1,0.705,0.68
1,1,0.695,0.72
1,1,0.71,0.66
1,1,0.7731958762886598,0.7708333333333334
1,1,0.69875,0.705
1,1,0.69875,0.705
1,1,0.7760942760942761,0.7575757575757576
1,1,0.71625,0.635
1,1,0.7849829351535836,0.7214285714285714
1,1,0.70875,0.665
1,1,0.695,0.72
1,1,0.70875,0.665
1,1,0.7714776632302406,0.7777777777777778
1,1,0.7075,0.67
1,1,0.773356401384083,0.7702702702702703
1,1,0.7025,0.69
1,1,0.7610921501706485,0.8214285714285714
1,1,0.695,0.72
1,1,0.705,0.68
1,1,0.71,0.66
1,1,0.7701543739279588,0.7832167832167832
2,5,0.7503467406380028,0.6918918918918919
2,5,0.7698412698412699,0.7668711656441718
2,5,0.7315068493150685,0.7443181818181818
2,5,0.7913188647746243,0.7687074829931972
2,5,0.7993311036789298,0.7635135135135135
2,5,0.7246376811594203,0.7297297297297297
2,5,0.7926421404682275,0.7905405405405406
2,5,0.7406896551724138,0.7062146892655368
2,5,0.7742448330683624,0.75
2,5,0.7973199329983249,0.7718120805369127
2,5,0.755223880597015,0.75
2,5,0.7936241610738255,0.76
2,5,0.8192090395480226,0.8111888111888111
2,5,0.7950413223140496,0.7551020408163265
2,5,0.8048359240069085,0.7619047619047619
2,5,0.7837398373983739,0.7583892617449665
2,5,0.7916666666666666,0.7945205479452054
2,5,0.7802013422818792,0.8133333333333334
2,5,0.7665260196905767,0.6390532544378699
2,5,0.7710843373493976,0.6946107784431138
2,5,0.7479224376731302,0.7010869565217391
2,5,0.7503392130257802,0.6721311475409836
2,5,0.7440559440559441,0.7251461988304093
2,5,0.749648382559775,0.7028571428571428
2,5,0.7973199329983249,0.7449664429530202
2,5,0.8020477815699659,0.75625
2,5,0.7892074198988196,0.7777777777777778
2,5,0.7834710743801653,0.8014184397163121
2,5,0.7489114658925979,0.7393939393939394
2,5,0.8109452736318408,0.7132867132867133
2,5,0.7635239567233385,0.7383720930232558
2,5,0.7708006279434851,0.7628205128205128
2,5,0.8085106382978723,0.7755102040816326
2,5,0.7813559322033898,0.8076923076923077
2,5,0.8006644518272426,0.7569444444444444
2,5,0.7845394736842105,0.7597402597402597
2,5,0.7440559440559441,0.7251461988304093
2,5,0.788135593220339,0.8076923076923077
2,5,0.8168224299065421,0.8201438848920863
2,5,0.747599451303155,0.6779661016949152
2,5,0.7341597796143251,0.7555555555555555
2,5,0.7896494156928213,0.7755102040816326
2,5,0.7929292929292929,0.7894736842105263
2,5,0.7933884297520661,0.7612903225806451
2,5,0.7390710382513661,0.7126436781609196
2,5,0.7182175622542595,0.7368421052631579
2,5,0.7182175622542595,0.7368421052631579
2,5,0.797077922077922,0.7210884353741497
2,5,0.7578008915304606,0.7058823529411765
2,5,0.739972337482711,0.7314285714285714
2,5,0.7747899159663866,0.8344370860927153
2,5,0.7530864197530864,0.655367231638418
2,5,0.7949579831932773,0.7814569536423841
2,5,0.7754749568221071,0.8263473053892215
2,5,0.8071428571428572,0.7986111111111112
2,5,0.7831932773109244,0.8278145695364238
2,5,0.7834179357021996,0.8055555555555556
2,5,0.7788461538461539,0.7837837837837838
2,5,0.8041237113402062,0.75
2,5,0.8067375886524822,0.785234899328859
2,5,0.7976588628762542,0.7702702702702703
2,5,0.7983193277310925,0.7682119205298014
2,5,0.778702163061564,0.8206896551724138
2,5,0.779578606158833,0.7806451612903226
2,5,0.7879799666110183,0.782312925170068
2,5,0.7942664418212478,0.7843137254901961
2,5,0.7845117845117845,0.8223684210526315
2,5,0.775609756097561,0.7848101265822784
2,5,0.7840531561461794,0.8345323741007195
2,5,0.7596439169139466,0.718562874251497
2,5,0.7864238410596026,0.7559523809523809
2,5,0.7986463620981388,0.7677419354838709
2,5,0.8214936247723132,0.7573529411764706
2,5,0.8207885304659498,0.7254901960784313
2,5,0.8093525179856115,0.7913669064748201
2,5,0.7845117845117845,0.7960526315789473
2,5,0.8039867109634552,0.7430555555555556
2,5,0.7956081081081081,0.7792207792207793
2,5,0.785472972972973,0.8432835820895522
2,5,0.7467994310099573,0.7231638418079096
2,5,0.7751196172248804,0.7417218543046358
2,5,0.7732115677321156,0.6826347305389222
2,5,0.8380952380952381,0.7651515151515151
2,5,0.8043478260869565,0.7432432432432432
2,5,0.7586206896551724,0.6941176470588235
2,5,0.7889447236180904,0.8053691275167785
2,5,0.8111510791366906,0.8074074074074075
2,5,0.7955706984667802,0.7985611510791367
2,5,0.7474892395982783,0.7298850574712644
2,5,0.7872696817420436,0.8120805369127517
2,5,0.7898193760262726,0.8029197080291971
2,5,0.7777777777777778,0.8251748251748252
2,5,0.7785234899328859,0.82
2,5,0.8137082601054482,0.7569444444444444
2,5,0.756838905775076,0.7560975609756098
2,5,0.7944732297063903,0.8156028368794326
2,5,0.7966942148760331,0.7446808510638298
2,5,0.8093587521663779,0.7720588235294118
2,5,0.7355371900826446,0.75
2,5,0.791958041958042,0.8206896551724138
2,5,0.7664670658682635,0.7450980392156863
2,5,0.7732115677321156,0.7046979865771812
2,5,0.7451790633608816,0.7111111111111111
2,5,0.7892976588628763,0.777027027027027
2,5,0.8,0.7615894039735099
2,5,0.8064516129032258,0.7388535031847133
2,5,0.7452415812591509,0.7543859649122807
2,5,0.7472222222222222,0.7043010752688172
2,5,0.8013136288998358,0.7284768211920529
2,5,0.8180212014134276,0.7414965986394558
2,5,0.7398601398601399,0.7391304347826086
2,5,0.803448275862069,0.7785714285714286
2,5,0.7986688851913477,0.7655172413793103
2,5,0.8050847457627118,0.7482993197278912
2,5,0.7756714060031595,0.74375
2,5,0.7860780984719864,0.8223684210526315
2,5,0.7765451664025357,0.7407407407407407
2,5,0.8138747884940778,0.7191780821917808
2,5,0.7574404761904762,0.7294117647058823
2,5,0.7737104825291181,0.8413793103448276
2,5,0.8180212014134276,0.776
2,5,0.8006700167504187,0.7583892617449665
2,5,0.7938671209540034,0.8
2,5,0.7905405405405406,0.7785234899328859
2,5,0.7989949748743719,0.7361111111111112
2,5,0.7291666666666666,0.7526881720430108
2,5,0.7927031509121062,0.7902097902097902
2,5,0.8054545454545454,0.8125
2,5,0.7443267776096822,0.8125
2,5,0.8186915887850468,0.8129496402877698
2,5,0.8010118043844857,0.7581699346405228
2,5,0.802013422818792,0.7533333333333333
2,5,0.7781402936378466,0.8231292517006803
2,5,0.7785123966942149,0.8193548387096774
2,5,0.7359009628610729,0.7486033519553073
2,5,0.7883333333333333,0.7808219178082192
2,5,0.7793880837359098,0.754601226993865
2,5,0.7809847198641766,0.8333333333333334
2,5,0.7293035479632063,0.6927083333333334
2,5,0.7621283255086072,0.7987012987012987
2,5,0.8050420168067227,0.7417218543046358
2,5,0.7882736156351792,0.7808219178082192
2,5,0.767515923566879,0.7757575757575758
2,5,0.7352112676056338,0.7413793103448276
2,5,0.7413554633471646,0.726775956284153
2,5,0.7426981919332406,0.7005347593582888
2,5,0.7503429355281207,0.6892655367231638
2,5,0.7406896551724138,0.7071823204419889
2,5,0.7861952861952862,0.8157894736842105
2,5,0.7824620573355818,0.8300653594771242
2,5,0.7414500683994528,0.7028571428571428
2,5,0.8094405594405595,0.7465753424657534
2,5,0.7878787878787878,0.8092105263157895
2,5,0.7938671209540034,0.7972972972972973
2,5,0.7456140350877193,0.7289156626506024
2,5,0.7872696817420436,0.8120805369127517
2,5,0.8038528896672504,0.795774647887324
2,5,0.7510791366906475,0.7191011235955056
2,5,0.7513812154696132,0.6868131868131868
2,5,0.7385892116182573,0.7158469945355191
2,5,0.797979797979798,0.7697368421052632
2,5,0.8168761220825853,0.8
2,5,0.7969543147208121,0.7741935483870968
2,5,0.7858347386172007,0.8309859154929577
2,5,0.7913907284768212,0.8120300751879699
2,5,0.7897350993377483,0.8028169014084507
2,5,0.7324137931034482,0.7403314917127072
2,5,0.782392026578073,0.8333333333333334
2,5,0.8017241379310345,0.7419354838709677
2,5,0.7861842105263158,0.7898550724637681
2,5,0.7852459016393443,0.7933333333333333
2,5,0.7582417582417582,0.6573033707865169
2,5,0.7729549248747913,0.8435374149659864
2,5,0.7238219895287958,0.7142857142857143
2,5,0.7613814756671899,0.8040540540540541
2,5,0.7459016393442623,0.6839080459770115
2,5,0.8010471204188482,0.7916666666666666
2,5,0.7965811965811965,0.7894736842105263
2,5,0.7936772046589018,0.7862068965517242
2,5,0.75,0.6797752808988764
2,5,0.8199300699300699,0.7304964539007093
2,5,0.7402777777777778,0.7096774193548387
2,5,0.8120689655172414,0.7593984962406015
2,5,0.7986577181208053,0.7666666666666667
2,5,0.7873754152823921,0.8125
2,5,0.7539118065433855,0.6949152542372882
2,5,0.8016666666666666,0.7534246575342466
2,5,0.8075539568345323,0.8222222222222222
2,5,0.7375504710632571,0.6939890710382514
2,5,0.81195079086116,0.7483443708609272
2,5,0.7489597780859917,0.7
2,5,0.7939698492462312,0.785234899328859
2,5,0.8198529411764706,0.7883211678832117
2,5,0.7955326460481099,0.7935483870967742
2,5,0.8070175438596491,0.7910447761194029
2,5,0.7940199335548173,0.7847222222222222
2,5,0.7795275590551181,0.7278481012658228
2,5,0.730820995962315,0.7157894736842105
2,5,0.7983193277310925,0.7682119205298014
2,5,0.811864406779661,0.717948717948718
3,23,0.8423728813559322,0.7973856209150327
3,24,0.8267716535433071,0.7676056338028169
3,24,0.8036529680365296,0.76875
3,24,0.8115501519756839,0.7484662576687117
3,24,0.8485915492957746,0.8095238095238095
3,24,0.8443316412859561,0.8263888888888888
3,24,0.8280254777070064,0.6909090909090909
3,24,0.8024132730015083,0.7352941176470589
3,25,0.8545780969479354,0.8473282442748091
3,23,0.8659420289855072,0.7593984962406015
3,24,0.8297872340425532,0.78
3,24,0.8254237288135593,0.8152866242038217
3,24,0.8169014084507042,0.7692307692307693
3,25,0.8308943089430895,0.7676056338028169
3,23,0.8341307814992025,0.7171052631578947
3,25,0.8462783171521036,0.7361111111111112
3,24,0.8244514106583072,0.6981132075471698
3,27,0.8518518518518519,0.8175675675675675
3,26,0.8333333333333334,0.7222222222222222
3,24,0.8496621621621622,0.7697841726618705
3,28,0.8630849220103987,0.7535211267605634
3,23,0.8433333333333334,0.7552447552447552
3,24,0.8491228070175438,0.7832167832167832
3,23,0.8489583333333334,0.8
3,24,0.8464223385689355,0.8053691275167785
3,23,0.8250825082508251,0.81875
3,25,0.8314424635332253,0.75
3,26,0.8654867256637168,0.7733333333333333
3,22,0.8475177304964538,0.8057553956834532
3,28,0.8467874794069192,0.75
3,22,0.8702702702702703,0.7883211678832117
3,24,0.8074534161490683,0.7848101265822784
3,24,0.8275316455696202,0.7535211267605634
3,24,0.8246753246753247,0.7581699346405228
3,26,0.839041095890411,0.8297872340425532
3,28,0.8584070796460177,0.8195488721804511
3,24,0.878731343283582,0.8148148148148148
3,27,0.8586387434554974,0.8029197080291971
3,28,0.8530884808013356,0.7364864864864865
3,22,0.8621359223300971,0.8267716535433071
3,25,0.8238993710691824,0.7065868263473054
3,25,0.8344262295081967,0.7814569536423841
3,24,0.8300970873786407,0.7762237762237763
3,24,0.8304552590266876,0.7207792207792207
3,24,0.8163265306122449,0.7272727272727273
3,28,0.8533568904593639,0.8283582089552238
3,28,0.8298555377207063,0.7677419354838709
3,22,0.8458844133099825,0.8260869565217391
3,24,0.8210361067503925,0.7189542483660131
3,25,0.8420168067226891,0.7928571428571428
3,27,0.8591800356506238,0.8225806451612904
3,28,0.837620578778135,0.7552447552447552
3,28,0.8320126782884311,0.7450980392156863
3,23,0.84,0.7919463087248322
3,26,0.8496621621621622,0.7862068965517242
3,25,0.8670120898100173,0.74375
3,29,0.8433734939759037,0.8098591549295775
3,25,0.8464163822525598,0.7884615384615384
3,24,0.853309481216458,0.7985611510791367
3,24,0.8225039619651348,0.7793103448275862
3,25,0.85431654676259,0.8095238095238095
3,24,0.8058551617873652,0.7470588235294118
3,25,0.8207547169811321,0.7329192546583851
3,24,0.8527918781725888,0.7724137931034483
3,28,0.8401360544217688,0.8051948051948052
3,23,0.8180354267310789,0.7948717948717948
3,28,0.8330605564648118,0.7792207792207793
3,22,0.8412162162162162,0.7751937984496124
3,24,0.8129952456418383,0.8092105263157895
3,24,0.8125984251968504,0.759493670886076
3,24,0.843859649122807,0.8231292517006803
3,25,0.8424543946932007,0.7943262411347518
3,25,0.8421955403087479,0.8243243243243243
3,28,0.8270181219110379,0.7924528301886793
3,21,0.8327814569536424,0.7383720930232558
3,24,0.8257328990228013,0.7866666666666666
3,27,0.8614864864864865,0.7686567164179104
3,25,0.8493150684931506,0.7843137254901961
3,28,0.851027397260274,0.7615894039735099
3,28,0.8633217993079585,0.7449664429530202
3,24,0.8264462809917356,0.8041958041958042
3,24,0.833063209076175,0.7465753424657534
3,24,0.8448566610455311,0.7702702702702703
3,24,0.8591549295774648,0.7891156462585034
3,28,0.8571428571428571,0.7878787878787878
3,24,0.836424957841484,0.78
3,25,0.8549488054607508,0.8129496402877698
3,24,0.8635547576301615,0.8
3,25,0.8568904593639576,0.8041958041958042
3,27,0.8720292504570384,0.7737226277372263
3,25,0.8524871355060034,0.7814569536423841
3,23,0.8492201039861352,0.7669172932330827
3,25,0.8461538461538461,0.7628205128205128
3,25,0.8295454545454546,0.7763157894736842
3,25,0.8502673796791443,0.8553459119496856
3,23,0.8496621621621622,0.7466666666666667
3,24,0.8141732283464567,0.7888198757763976
3,27,0.835,0.782312925170068
3,25,0.8808193668528864,0.782608695652174
3,25,0.8886756238003839,0.7894736842105263
3,23,0.8281505728314239,0.7908496732026143
3,25,0.8349673202614379,0.7919463087248322
3,24,0.8464106844741235,0.76
3,24,0.8622641509433963,0.8449612403100775
3,22,0.8418367346938775,0.7857142857142857
3,27,0.8399339933993399,0.75
3,28,0.8866906474820144,0.7
3,23,0.8433734939759037,0.7962962962962963
3,24,0.8383333333333334,0.7730061349693251
3,25,0.8298887122416534,0.762589928057554
3,25,0.8406779661016949,0.7843137254901961
3,24,0.8282009724473258,0.7834394904458599
3,25,0.8785046728971962,0.8217054263565892
3,24,0.8613678373382625,0.835820895522388
3,28,0.858603066439523,0.7894736842105263
3,23,0.82996632996633,0.7960526315789473
3,21,0.8322475570032574,0.7483443708609272
3,28,0.85431654676259,0.84
3,23,0.8360128617363344,0.7191780821917808
3,24,0.8588640275387264,0.7744360902255639
3,24,0.8694096601073346,0.7555555555555555
3,24,0.8355263157894737,0.7677419354838709
3,22,0.8218298555377207,0.75
3,24,0.8261589403973509,0.7986577181208053
3,25,0.8373205741626795,0.7602739726027398
3,28,0.8473413379073756,0.7933333333333333
3,24,0.8406779661016949,0.7666666666666667
3,24,0.8254486133768353,0.7848101265822784
3,25,0.8094512195121951,0.7532467532467533
3,25,0.8325434439178515,0.7718120805369127
3,24,0.8460176991150442,0.8333333333333334
3,23,0.8509874326750448,0.8
3,24,0.8480801335559266,0.7412587412587412
3,28,0.8458961474036851,0.7755102040816326
3,24,0.8433931484502447,0.7744360902255639
3,28,0.8464163822525598,0.7986577181208053
3,28,0.8838951310861424,0.7969924812030075
3,24,0.8707865168539326,0.7862595419847328
3,28,0.8610169491525423,0.7379310344827587
3,28,0.8664323374340949,0.7777777777777778
3,28,0.8308457711442786,0.7834394904458599
3,24,0.8240131578947368,0.8231292517006803
3,25,0.8517887563884157,0.8257575757575758
3,28,0.8297161936560935,0.8176100628930818
3,23,0.8153364632237872,0.8092105263157895
3,24,0.8374792703150912,0.8040540540540541
3,25,0.8599290780141844,0.7808219178082192
3,24,0.8274193548387097,0.7697368421052632
3,25,0.8481228668941979,0.7756410256410257
3,24,0.8330578512396695,0.7733333333333333
3,28,0.8388157894736842,0.7655172413793103
3,24,0.8231404958677686,0.7961783439490446
3,24,0.8464106844741235,0.7682119205298014
3,25,0.8369747899159664,0.7625
3,27,0.8503521126760564,0.8235294117647058
3,28,0.8626760563380281,0.7605633802816901
3,25,0.8352180936995154,0.7548387096774194
3,24,0.8447098976109215,0.7902097902097902
3,24,0.8306451612903226,0.7439024390243902
3,24,0.8347107438016529,0.7770700636942676
3,23,0.8563829787234043,0.7730496453900709
3,27,0.843103448275862,0.8467153284671532
3,28,0.8583617747440273,0.75
3,21,0.8527272727272728,0.8156028368794326
