None,142,1,None, 1.0, 0.7753623188405797
None,155,1,None, 1.0, 0.7971014492753623
None,143,1,None, 1.0, 0.7724137931034483
None,140,1,None, 1.0, 0.7518796992481203
None,147,1,None, 1.0, 0.7945205479452054
None,147,1,None, 1.0, 0.8115942028985508
None,148,1,None, 1.0, 0.75
None,137,1,None, 1.0, 0.8059701492537313
None,151,1,None, 1.0, 0.7593984962406015
None,143,1,None, 1.0, 0.7867647058823529
None,153,1,None, 1.0, 0.7605633802816901
None,142,1,None, 1.0, 0.84251968503937
None,153,1,None, 1.0, 0.7847222222222222
None,156,1,None, 1.0, 0.8175182481751825
None,140,1,None, 1.0, 0.7428571428571429
None,149,1,None, 1.0, 0.7007299270072993
None,149,1,None, 1.0, 0.7919463087248322
None,143,1,None, 1.0, 0.7919463087248322
None,142,1,None, 1.0, 0.7692307692307693
None,146,1,None, 1.0, 0.7222222222222222
None,149,1,None, 1.0, 0.7786259541984732
None,145,1,None, 1.0, 0.726027397260274
None,150,1,None, 1.0, 0.781021897810219
None,147,1,None, 1.0, 0.7737226277372263
None,140,1,None, 1.0, 0.815068493150685
None,140,1,None, 1.0, 0.7952755905511811
None,144,1,None, 1.0, 0.8057553956834532
None,143,1,None, 1.0, 0.7244094488188977
None,150,1,None, 1.0, 0.8046875
None,147,1,None, 1.0, 0.7293233082706767
None,145,1,None, 1.0, 0.813953488372093
None,151,1,None, 1.0, 0.8195488721804511
None,149,1,None, 1.0, 0.7364341085271318
None,152,1,None, 1.0, 0.8111888111888111
None,138,1,None, 1.0, 0.7938931297709924
None,150,1,None, 1.0, 0.8076923076923077
None,148,1,None, 1.0, 0.8074074074074075
None,147,1,None, 1.0, 0.7357142857142858
None,143,1,None, 1.0, 0.7703703703703704
None,139,1,None, 1.0, 0.7986111111111112
None,150,1,None, 1.0, 0.8646616541353384
None,144,1,None, 1.0, 0.7575757575757576
None,150,1,None, 1.0, 0.8130081300813008
None,145,1,None, 1.0, 0.8088235294117647
None,142,1,None, 1.0, 0.6821705426356589
None,147,1,None, 1.0, 0.7986111111111112
None,143,1,None, 1.0, 0.7664233576642335
None,141,1,None, 1.0, 0.8099173553719008
None,145,1,None, 1.0, 0.7874015748031497
None,147,1,None, 1.0, 0.6934306569343066
None,143,2,None, 1.0, 0.7803030303030303
None,141,2,None, 1.0, 0.7709923664122137
None,135,2,None, 1.0, 0.7573529411764706
None,144,2,None, 1.0, 0.7046979865771812
None,140,2,None, 1.0, 0.7746478873239436
None,140,2,None, 1.0, 0.7480916030534351
None,138,2,None, 1.0, 0.8345323741007195
None,141,2,None, 1.0, 0.75
None,147,2,None, 1.0, 0.7651515151515151
None,140,2,None, 1.0, 0.7928571428571428
None,159,2,None, 1.0, 0.7573529411764706
None,146,2,None, 1.0, 0.7586206896551724
None,131,2,None, 1.0, 0.7164179104477612
None,141,2,None, 1.0, 0.7777777777777778
None,143,2,None, 1.0, 0.7346938775510204
None,138,2,None, 1.0, 0.7357142857142858
None,139,2,None, 1.0, 0.7709923664122137
None,148,2,None, 1.0, 0.8187919463087249
None,153,2,None, 1.0, 0.7841726618705036
None,144,2,None, 1.0, 0.7714285714285715
None,150,2,None, 1.0, 0.7777777777777778
None,141,2,None, 1.0, 0.6594202898550725
None,149,2,None, 1.0, 0.7876712328767124
None,146,2,None, 1.0, 0.7379310344827587
None,149,2,None, 1.0, 0.7567567567567568
None,149,2,None, 1.0, 0.7664233576642335
None,144,2,None, 1.0, 0.7481481481481481
None,151,2,None, 1.0, 0.7874015748031497
None,156,2,None, 1.0, 0.8088235294117647
None,140,2,None, 1.0, 0.7744360902255639
None,152,2,None, 1.0, 0.75
None,144,2,None, 1.0, 0.7482517482517482
None,153,2,None, 1.0, 0.8031496062992126
None,146,2,None, 1.0, 0.8455882352941176
None,146,2,None, 1.0, 0.7777777777777778
None,144,2,None, 1.0, 0.7518796992481203
None,140,2,None, 1.0, 0.7448275862068966
None,147,2,None, 1.0, 0.8014184397163121
None,145,2,None, 1.0, 0.75
None,138,2,None, 1.0, 0.7372262773722628
None,138,2,None, 1.0, 0.7441860465116279
None,152,2,None, 1.0, 0.8444444444444444
None,140,2,None, 1.0, 0.7692307692307693
None,148,2,None, 1.0, 0.7299270072992701
None,145,2,None, 1.0, 0.8
None,144,2,None, 1.0, 0.75
None,139,2,None, 1.0, 0.6934306569343066
None,137,2,None, 1.0, 0.732824427480916
None,146,2,None, 1.0, 0.7398373983739838
None,139,2,None, 1.0, 0.7943262411347518
None,121,3,None, 0.9786476868327402, 0.7518796992481203
None,126,3,None, 0.980565371024735, 0.7536231884057971
None,112,3,None, 0.9770318021201413, 0.7635135135135135
None,127,3,None, 0.9855855855855856, 0.7876712328767124
None,112,3,None, 0.9752650176678446, 0.7164179104477612
None,128,3,None, 0.9877408056042032, 0.6762589928057554
None,126,3,None, 0.9855595667870036, 0.8
None,124,3,None, 0.9820466786355476, 0.762589928057554
None,120,3,None, 0.991166077738516, 0.7101449275362319
None,123,3,None, 0.9892086330935251, 0.765625
None,129,3,None, 0.9820466786355476, 0.7887323943661971
None,121,3,None, 0.9840142095914742, 0.7846153846153846
None,127,3,None, 0.9800362976406534, 0.8320610687022901
None,122,3,None, 0.9821428571428571, 0.736
None,126,3,None, 0.981651376146789, 0.8412698412698413
None,127,3,None, 0.9804964539007093, 0.7605633802816901
None,122,3,None, 0.9855072463768116, 0.7744360902255639
None,127,3,None, 0.9737762237762237, 0.75177304964539
None,123,3,None, 0.9838420107719928, 0.7404580152671756
None,131,3,None, 0.9873417721518988, 0.8046875
None,121,3,None, 0.984070796460177, 0.7286821705426356
None,124,3,None, 0.978984238178634, 0.7185185185185186
None,121,3,None, 0.9801801801801802, 0.7785714285714286
None,122,3,None, 0.9873417721518988, 0.7611940298507462
None,124,3,None, 0.9945652173913043, 0.7463768115942029
None,126,3,None, 0.9822064056939501, 0.7727272727272727
None,130,3,None, 0.9817184643510055, 0.7794117647058824
None,126,3,None, 0.9719789842381786, 0.7372262773722628
None,121,3,None, 0.9822380106571936, 0.7397260273972602
None,125,3,None, 0.9890510948905109, 0.7816901408450704
None,126,3,None, 0.9698046181172292, 0.7862595419847328
None,129,3,None, 0.9838129496402878, 0.7727272727272727
None,126,3,None, 0.9821109123434705, 0.7903225806451613
None,123,3,None, 0.9839285714285714, 0.7835820895522388
None,121,3,None, 0.9857142857142858, 0.7318840579710145
None,116,3,None, 0.9788359788359788, 0.7131147540983607
None,119,3,None, 0.9873188405797102, 0.776
None,120,3,None, 0.9802513464991023, 0.7793103448275862
None,122,3,None, 0.9892086330935251, 0.816
None,132,3,None, 0.9910233393177738, 0.7445255474452555
None,126,3,None, 0.9803220035778175, 0.7898550724637681
None,115,3,None, 0.9752212389380531, 0.7464788732394366
None,126,3,None, 0.9733096085409253, 0.8046875
None,119,3,None, 0.9910554561717353, 0.725925925925926
None,119,3,None, 0.9819494584837545, 0.828125
None,120,3,None, 0.9786476868327402, 0.7441860465116279
None,126,3,None, 0.9909255898366606, 0.7716535433070866
None,129,3,None, 0.980701754385965, 0.723404255319149
None,122,3,None, 0.9873873873873874, 0.7681159420289855
None,120,3,None, 0.9876760563380281, 0.7121212121212122
None,111,4,None, 0.9797794117647058, 0.7741935483870968
None,110,4,None, 0.9726775956284153, 0.8181818181818182
None,107,4,None, 0.9779411764705882, 0.7874015748031497
None,103,4,None, 0.9695885509838998, 0.7557251908396947
None,107,4,None, 0.9637023593466425, 0.8111888111888111
None,112,4,None, 0.966131907308378, 0.7734375
None,108,4,None, 0.9692028985507246, 0.8613138686131386
None,106,4,None, 0.9646017699115044, 0.7664233576642335
None,105,4,None, 0.9715302491103203, 0.7214285714285714
None,107,4,None, 0.9464285714285714, 0.8275862068965517
None,105,4,None, 0.976491862567812, 0.7727272727272727
None,107,4,None, 0.972875226039783, 0.7364864864864865
None,107,4,None, 0.9618181818181818, 0.8394160583941606
None,107,4,None, 0.9644760213143873, 0.7542372881355932
None,110,4,None, 0.9711711711711711, 0.7397260273972602
None,105,4,None, 0.9858156028368794, 0.6834532374100719
None,110,4,None, 0.9695885509838998, 0.7702702702702703
None,115,4,None, 0.9559082892416225, 0.8
None,107,4,None, 0.9767025089605734, 0.732824427480916
None,104,4,None, 0.9714285714285714, 0.7591240875912408
None,97,4,None, 0.9679144385026738, 0.7443609022556391
None,112,4,None, 0.9726775956284153, 0.7874015748031497
None,105,4,None, 0.9679715302491103, 0.7686567164179104
